Date,Store_Type,District,Time_Slot,SKU_Name,Category,Expiry_Date,Temp,Item_Traffic,Import,Sold,Waste,Cost,Price,Revenue,Op_Cost,Waste_Loss,Net_Profit
2024-02-28,Residential,Q7,20:00-21:00,Pork Belly,Meat,2024-03-01,25.3,1.09,0,4,0,77471,104585,418340,20962,0,87493
2024-02-28,Residential,Q7,21:00-22:00,Pork Belly,Meat,2024-03-01,23.7,1.01,0,0,0,47222,63749,0,15965,0,-15965
2024-02-28,Residential,Q7,6:00-7:00,Fresh Milk,Dairy,2024-03-04,28.6,0.5,125,1,0,66802,90182,90182,26156,0,-2776
2024-02-28,Residential,Q7,7:00-8:00,Fresh Milk,Dairy,2024-03-04,30.1,0.43,0,1,0,66659,89989,89989,28846,0,-5516
2024-02-28,Residential,Q7,8:00-9:00,Fresh Milk,Dairy,2024-03-04,32.3,0.59,0,1,0,64989,87735,87735,32689,0,-9943
2024-02-28,Residential,Q7,9:00-10:00,Fresh Milk,Dairy,2024-03-04,35.0,0.93,0,1,0,81070,109444,109444,38674,0,-10300
2024-02-28,Residential,Q7,10:00-11:00,Fresh Milk,Dairy,2024-03-04,35.7,0.56,0,1,0,35192,47509,47509,36723,0,-24406
2024-02-28,Residential,Q7,11:00-12:00,Fresh Milk,Dairy,2024-03-04,36.8,0.68,0,2,0,37220,50247,100494,38845,0,-12791
2024-02-28,Residential,Q7,12:00-13:00,Fresh Milk,Dairy,2024-03-04,36.5,0.45,0,1,0,42341,57160,57160,38663,0,-23844
2024-02-28,Residential,Q7,13:00-14:00,Fresh Milk,Dairy,2024-03-04,36.1,1.03,0,4,0,54098,73032,292128,38766,0,36969
2024-02-28,Residential,Q7,14:00-15:00,Fresh Milk,Dairy,2024-03-04,34.9,0.99,0,2,0,78585,106089,212178,38320,0,16687
2024-02-28,Residential,Q7,15:00-16:00,Fresh Milk,Dairy,2024-03-04,33.7,0.6,0,1,0,58925,79548,79548,34784,0,-14161
2024-02-28,Residential,Q7,16:00-17:00,Fresh Milk,Dairy,2024-03-04,33.6,3.07,0,12,0,58549,79041,948492,34578,0,211325
2024-02-28,Residential,Q7,17:00-18:00,Fresh Milk,Dairy,2024-03-04,30.6,4.2,0,16,0,67437,91039,1456624,29800,0,347831
2024-02-28,Residential,Q7,18:00-19:00,Fresh Milk,Dairy,2024-03-04,28.9,3.31,0,13,0,37744,50954,662402,24662,0,147067
2024-02-28,Residential,Q7,19:00-20:00,Fresh Milk,Dairy,2024-03-04,27.6,0.78,0,1,0,69810,94243,94243,24566,0,-133
2024-02-28,Residential,Q7,20:00-21:00,Fresh Milk,Dairy,2024-03-04,25.9,1.09,0,3,0,82915,111935,335805,22424,0,64635
2024-02-28,Residential,Q7,21:00-22:00,Fresh Milk,Dairy,2024-03-04,23.6,1.01,0,4,61,51046,68912,275648,16053,3113806,-3058395
2024-02-28,Transit,Q3,6:00-7:00,Energy Drink,Drink,2024-05-28,29.8,0.43,107,1,0,41757,56371,56371,26562,0,-11948
2024-02-28,Transit,Q3,7:00-8:00,Energy Drink,Drink,2024-05-28,32.0,0.61,0,2,0,54084,73013,146026,31385,0,6472
2024-02-28,Transit,Q3,8:00-9:00,Energy Drink,Drink,2024-05-28,32.1,1.07,0,2,0,72257,97546,195092,32837,0,17740
2024-02-28,Transit,Q3,9:00-10:00,Energy Drink,Drink,2024-05-28,33.4,0.56,0,1,0,71777,96898,96898,35144,0,-10023
2024-02-28,Transit,Q3,10:00-11:00,Energy Drink,Drink,2024-05-28,35.0,0.33,0,1,0,61590,83146,83146,37311,0,-15755
2024-02-28,Transit,Q3,11:00-12:00,Energy Drink,Drink,2024-05-28,36.9,0.39,0,0,0,36645,49470,0,38985,0,-38985
2024-02-28,Transit,Q3,12:00-13:00,Energy Drink,Drink,2024-05-28,35.7,0.75,0,2,0,43604,58865,117730,37312,0,-6790
2024-02-28,Transit,Q3,13:00-14:00,Energy Drink,Drink,2024-05-28,35.0,0.51,0,1,0,70405,95046,95046,37928,0,-13287
2024-02-28,Transit,Q3,14:00-15:00,Energy Drink,Drink,2024-05-28,36.1,0.89,0,3,0,57139,77137,231411,38979,0,21014
2024-02-28,Transit,Q3,15:00-16:00,Energy Drink,Drink,2024-05-28,33.3,0.37,0,1,0,78655,106184,106184,35445,0,-7916
2024-02-28,Transit,Q3,16:00-17:00,Energy Drink,Drink,2024-05-28,31.7,0.42,0,1,0,76841,103735,103735,32438,0,-5544
2024-02-28,Transit,Q3,17:00-18:00,Energy Drink,Drink,2024-05-28,31.9,0.54,0,1,0,84015,113420,113420,33301,0,-3896
2024-02-28,Transit,Q3,18:00-19:00,Energy Drink,Drink,2024-05-28,28.3,9.14,0,36,0,46930,63355,2280780,24225,0,567074
2024-02-28,Transit,Q3,19:00-20:00,Energy Drink,Drink,2024-05-28,26.7,7.79,0,23,0,58585,79089,1819047,22160,0,449431
2024-02-28,Transit,Q3,20:00-21:00,Energy Drink,Drink,2024-05-28,25.3,8.28,0,16,0,73100,98685,1578960,20657,0,388703
2024-02-28,Transit,Q3,21:00-22:00,Energy Drink,Drink,2024-05-28,23.9,1.08,0,2,14,76072,102697,205394,18345,1065008,-1030103
2024-02-28,Transit,Q3,6:00-7:00,Banh Mi Pate,RTE,2024-02-29,28.2,0.43,102,0,0,54356,73380,0,24564,0,-24564
2024-02-28,Transit,Q3,7:00-8:00,Banh Mi Pate,RTE,2024-02-29,31.0,0.61,0,1,0,50319,67930,67930,29322,0,-11711
2024-02-28,Transit,Q3,8:00-9:00,Banh Mi Pate,RTE,2024-02-29,33.3,1.07,0,4,0,72179,97441,389764,34992,0,66055
2024-02-28,Transit,Q3,9:00-10:00,Banh Mi Pate,RTE,2024-02-29,34.7,0.56,0,1,0,36937,49864,49864,35045,0,-22118
2024-02-28,Transit,Q3,10:00-11:00,Banh Mi Pate,RTE,2024-02-29,35.7,0.33,0,0,0,62481,84349,0,38633,0,-38633
2024-02-28,Transit,Q3,11:00-12:00,Banh Mi Pate,RTE,2024-02-29,36.3,0.39,0,1,0,77818,105054,105054,40787,0,-13551
2024-02-28,Transit,Q3,12:00-13:00,Banh Mi Pate,RTE,2024-02-29,36.6,0.75,0,1,0,82079,110806,110806,41625,0,-12898
2024-02-28,Transit,Q3,13:00-14:00,Banh Mi Pate,RTE,2024-02-29,35.5,0.51,0,1,0,40329,54444,54444,36723,0,-22608
2024-02-28,Transit,Q3,14:00-15:00,Banh Mi Pate,RTE,2024-02-29,34.6,0.89,0,3,0,79154,106857,320571,37820,0,45288
2024-02-28,Transit,Q3,15:00-16:00,Banh Mi Pate,RTE,2024-02-29,33.8,0.37,0,0,0,81284,109733,0,36529,0,-36529
2024-02-28,Transit,Q3,16:00-17:00,Banh Mi Pate,RTE,2024-02-29,33.5,0.42,0,0,0,66889,90300,0,34982,0,-34982
2024-02-28,Transit,Q3,17:00-18:00,Banh Mi Pate,RTE,2024-02-29,31.0,0.54,0,2,0,56477,76243,152486,29753,0,9778
2024-02-28,Transit,Q3,18:00-19:00,Banh Mi Pate,RTE,2024-02-29,29.3,7.31,0,21,0,59251,79988,1679748,26887,0,408589
2024-02-28,Transit,Q3,19:00-20:00,Banh Mi Pate,RTE,2024-02-29,26.9,6.23,0,18,0,65397,88285,1589130,22997,0,388986
2024-02-28,Transit,Q3,20:00-21:00,Banh Mi Pate,RTE,2024-02-29,26.3,6.62,0,13,0,66290,89491,1163383,21980,0,279632
2024-02-28,Transit,Q3,21:00-22:00,Banh Mi Pate,RTE,2024-02-29,24.0,1.08,0,3,33,47365,63942,191826,16515,1563045,-1529829
2024-02-29,Premium_Urban,Q1,6:00-7:00,Salmon Fillet,Seafood,2024-03-02,27.2,0.71,122,2,0,78883,106492,212984,24481,0,30736
2024-02-29,Premium_Urban,Q1,7:00-8:00,Salmon Fillet,Seafood,2024-03-02,30.6,0.58,0,1,0,50416,68061,68061,28609,0,-10964
2024-02-29,Premium_Urban,Q1,8:00-9:00,Salmon Fillet,Seafood,2024-03-02,32.4,0.31,0,1,0,42297,57100,57100,31280,0,-16477
2024-02-29,Premium_Urban,Q1,9:00-10:00,Salmon Fillet,Seafood,2024-03-02,32.6,0.68,0,2,0,66341,89560,179120,33323,0,13114
2024-02-29,Premium_Urban,Q1,10:00-11:00,Salmon Fillet,Seafood,2024-03-02,33.6,1.2,0,3,0,80357,108481,325443,36104,0,48267
2024-02-29,Premium_Urban,Q1,11:00-12:00,Salmon Fillet,Seafood,2024-03-02,34.1,3.07,0,12,0,81010,109363,1312356,37050,0,303185
2024-02-29,Premium_Urban,Q1,12:00-13:00,Salmon Fillet,Seafood,2024-03-02,34.2,2.02,0,6,0,50195,67763,406578,35073,0,70334
2024-02-29,Premium_Urban,Q1,13:00-14:00,Salmon Fillet,Seafood,2024-03-02,34.8,2.34,0,7,0,40317,54427,380989,35462,0,63307
2024-02-29,Premium_Urban,Q1,14:00-15:00,Salmon Fillet,Seafood,2024-03-02,34.5,0.79,0,3,0,77468,104581,313743,37522,0,43816
2024-02-29,Premium_Urban,Q1,15:00-16:00,Salmon Fillet,Seafood,2024-03-02,32.9,0.87,0,2,0,62853,84851,169702,33619,0,10376
2024-02-29,Premium_Urban,Q1,16:00-17:00,Salmon Fillet,Seafood,2024-03-02,32.3,0.69,0,2,0,61583,83137,166274,32450,0,10657
2024-02-29,Premium_Urban,Q1,17:00-18:00,Salmon Fillet,Seafood,2024-03-02,30.8,0.6,0,1,0,81884,110543,110543,31171,0,-2512
2024-02-29,Premium_Urban,Q1,18:00-19:00,Salmon Fillet,Seafood,2024-03-02,28.7,0.51,0,1,0,50563,68260,68260,25199,0,-7502
2024-02-29,Premium_Urban,Q1,19:00-20:00,Salmon Fillet,Seafood,2024-03-02,26.4,0.36,0,0,0,64433,86984,0,22030,0,-22030
2024-02-29,Premium_Urban,Q1,20:00-21:00,Salmon Fillet,Seafood,2024-03-02,24.3,0.4,0,1,0,80337,108454,108454,19363,0,8753
2024-02-29,Premium_Urban,Q1,21:00-22:00,Salmon Fillet,Seafood,2024-03-02,23.3,0.76,0,3,75,74613,100727,302181,17162,5595975,-5534795
2024-02-29,Premium_Urban,Q1,6:00-7:00,Sushi Box,RTE,2024-03-01,27.2,0.71,111,2,0,37207,50229,100458,21564,0,4479
2024-02-29,Premium_Urban,Q1,7:00-8:00,Sushi Box,RTE,2024-03-01,29.2,0.58,0,2,0,80359,108484,216968,28185,0,28064
2024-02-29,Premium_Urban,Q1,8:00-9:00,Sushi Box,RTE,2024-03-01,31.5,0.31,0,1,0,49642,67016,67016,30174,0,-12800
2024-02-29,Premium_Urban,Q1,9:00-10:00,Sushi Box,RTE,2024-03-01,33.5,0.68,0,2,0,83271,112415,224830,36128,0,22159
2024-02-29,Premium_Urban,Q1,10:00-11:00,Sushi Box,RTE,2024-03-01,33.2,1.2,0,4,0,68866,92969,371876,34580,0,61831
2024-02-29,Premium_Urban,Q1,11:00-12:00,Sushi Box,RTE,2024-03-01,33.9,13.45,0,53,0,63243,85378,4525034,35447,0,1137707
2024-02-29,Premium_Urban,Q1,12:00-13:00,Sushi Box,RTE,2024-03-01,35.1,8.85,0,35,0,51990,70186,2456510,36819,0,600040
2024-02-29,Premium_Urban,Q1,13:00-14:00,Sushi Box,RTE,2024-03-01,33.9,10.23,0,12,0,67329,90894,1090728,35733,0,247046
2024-02-29,Premium_Urban,Q1,14:00-15:00,Sushi Box,RTE,2024-03-01,34.3,0.79,0,0,0,52167,70425,0,35391,0,-35391
2024-02-29,Premium_Urban,Q1,15:00-16:00,Sushi Box,RTE,2024-03-01,32.5,0.87,0,0,0,80603,108814,0,34142,0,-34142
2024-02-29,Premium_Urban,Q1,16:00-17:00,Sushi Box,RTE,2024-03-01,30.6,0.69,0,0,0,60616,81831,0,29323,0,-29323
2024-02-29,Premium_Urban,Q1,17:00-18:00,Sushi Box,RTE,2024-03-01,29.7,0.6,0,0,0,52061,70282,0,27104,0,-27104
2024-02-29,Premium_Urban,Q1,18:00-19:00,Sushi Box,RTE,2024-03-01,28.3,0.51,0,0,0,58523,79006,0,25036,0,-25036
2024-02-29,Premium_Urban,Q1,19:00-20:00,Sushi Box,RTE,2024-03-01,26.8,0.36,0,0,0,52863,71365,0,21940,0,-21940
2024-02-29,Premium_Urban,Q1,20:00-21:00,Sushi Box,RTE,2024-03-01,23.7,0.4,0,0,0,54130,73075,0,16449,0,-16449
2024-02-29,Premium_Urban,Q1,21:00-22:00,Sushi Box,RTE,2024-03-01,23.9,0.76,0,0,0,58340,78759,0,17103,0,-17103
2024-02-29,Residential,Q7,6:00-7:00,Pork Belly,Meat,2024-03-02,28.6,0.41,102,1,0,49143,66343,66343,24920,0,-7720
2024-02-29,Residential,Q7,7:00-8:00,Pork Belly,Meat,2024-03-02,30.3,0.79,0,1,0,57132,77128,77128,28539,0,-8543
2024-02-29,Residential,Q7,8:00-9:00,Pork Belly,Meat,2024-03-02,31.3,0.85,0,3,0,55139,74437,223311,30199,0,27694
2024-02-29,Residential,Q7,9:00-10:00,Pork Belly,Meat,2024-03-02,32.8,0.56,0,1,0,38739,52297,52297,31751,0,-18193
2024-02-29,Residential,Q7,10:00-11:00,Pork Belly,Meat,2024-03-02,34.3,1.03,0,4,0,66072,89197,356788,36365,0,56134
2024-02-29,Residential,Q7,11:00-12:00,Pork Belly,Meat,2024-03-02,34.4,1.11,0,4,0,58864,79466,317864,36040,0,46367
2024-02-29,Residential,Q7,12:00-13:00,Pork Belly,Meat,2024-03-02,34.1,1.16,0,3,0,59020,79677,239031,35511,0,26459
2024-02-29,Residential,Q7,13:00-14:00,Pork Belly,Meat,2024-03-02,34.9,0.47,0,1,0,45527,61461,61461,36006,0,-20072
2024-02-29,Residential,Q7,14:00-15:00,Pork Belly,Meat,2024-03-02,33.2,0.94,0,3,0,44050,59467,178401,32843,0,13407
2024-02-29,Residential,Q7,15:00-16:00,Pork Belly,Meat,2024-03-02,33.7,0.88,0,3,0,64392,86929,260787,35167,0,32443
2024-02-29,Residential,Q7,16:00-17:00,Pork Belly,Meat,2024-03-02,32.0,7.51,0,15,0,39200,52920,793800,30344,0,175456
2024-02-29,Residential,Q7,17:00-18:00,Pork Belly,Meat,2024-03-02,29.5,9.22,0,27,0,43694,58986,1592622,26158,0,386725
2024-02-29,Residential,Q7,18:00-19:00,Pork Belly,Meat,2024-03-02,27.3,11.4,0,36,0,77573,104723,3770028,24570,0,952829
2024-02-29,Residential,Q7,19:00-20:00,Pork Belly,Meat,2024-03-02,25.3,0.52,0,0,0,38337,51754,0,18223,0,-18223
2024-02-29,Residential,Q7,20:00-21:00,Pork Belly,Meat,2024-03-02,25.0,0.31,0,0,0,83891,113252,0,20872,0,-20872
2024-02-29,Residential,Q7,21:00-22:00,Pork Belly,Meat,2024-03-02,23.1,0.9,0,0,0,80613,108827,0,17222,0,-17222
2024-02-29,Residential,Q7,6:00-7:00,Fresh Milk,Dairy,2024-03-05,27.9,0.41,115,1,0,82316,111126,111126,25982,0,2827
2024-02-29,Residential,Q7,7:00-8:00,Fresh Milk,Dairy,2024-03-05,30.7,0.79,0,3,0,40593,54800,164400,28101,0,14519
2024-02-29,Residential,Q7,8:00-9:00,Fresh Milk,Dairy,2024-03-05,30.8,0.85,0,2,0,68102,91937,183874,30207,0,17462
2024-02-29,Residential,Q7,9:00-10:00,Fresh Milk,Dairy,2024-03-05,33.6,0.56,0,1,0,53207,71829,71829,34204,0,-15582
2024-02-29,Residential,Q7,10:00-11:00,Fresh Milk,Dairy,2024-03-05,33.5,1.03,0,3,0,50736,68493,205479,33851,0,19419
2024-02-29,Residential,Q7,11:00-12:00,Fresh Milk,Dairy,2024-03-05,34.8,1.11,0,3,0,75723,102226,306678,37940,0,41568
2024-02-29,Residential,Q7,12:00-13:00,Fresh Milk,Dairy,2024-03-05,35.3,1.16,0,2,0,71602,96662,193324,38552,0,11567
2024-02-29,Residential,Q7,13:00-14:00,Fresh Milk,Dairy,2024-03-05,35.5,0.47,0,0,0,57044,77009,0,37893,0,-37893
2024-02-29,Residential,Q7,14:00-15:00,Fresh Milk,Dairy,2024-03-05,35.1,0.94,0,1,0,38660,52191,52191,35886,0,-22355
2024-02-29,Residential,Q7,15:00-16:00,Fresh Milk,Dairy,2024-03-05,32.8,0.88,0,3,0,65800,88830,266490,33645,0,35444
2024-02-29,Residential,Q7,16:00-17:00,Fresh Milk,Dairy,2024-03-05,31.2,3.0,0,6,0,53971,72860,437160,29937,0,83396
2024-02-29,Residential,Q7,17:00-18:00,Fresh Milk,Dairy,2024-03-05,30.0,3.69,0,14,0,37084,50063,700882,26595,0,155110
2024-02-29,Residential,Q7,18:00-19:00,Fresh Milk,Dairy,2024-03-05,28.6,4.56,0,18,0,61011,82364,1482552,25750,0,358603
2024-02-29,Residential,Q7,19:00-20:00,Fresh Milk,Dairy,2024-03-05,26.2,0.52,0,1,0,81745,110355,110355,22882,0,5727
2024-02-29,Residential,Q7,20:00-21:00,Fresh Milk,Dairy,2024-03-05,24.6,0.31,0,0,0,66128,89272,0,18908,0,-18908
2024-02-29,Residential,Q7,21:00-22:00,Fresh Milk,Dairy,2024-03-05,22.6,0.9,0,1,56,49093,66275,66275,14116,2749208,-2746142
2024-02-29,Transit,Q3,6:00-7:00,Energy Drink,Drink,2024-05-29,27.1,0.76,124,1,0,70285,94884,94884,23699,0,899
2024-02-29,Transit,Q3,7:00-8:00,Energy Drink,Drink,2024-05-29,29.5,0.61,0,1,0,60137,81184,81184,27309,0,-6262
2024-02-29,Transit,Q3,8:00-9:00,Energy Drink,Drink,2024-05-29,31.1,1.07,0,3,0,76217,102892,308676,31315,0,48709
2024-02-29,Transit,Q3,9:00-10:00,Energy Drink,Drink,2024-05-29,34.0,0.97,0,1,0,67352,90925,90925,35914,0,-12341
2024-02-29,Transit,Q3,10:00-11:00,Energy Drink,Drink,2024-05-29,33.7,1.01,0,2,0,39851,53798,107596,33449,0,-5555
2024-02-29,Transit,Q3,11:00-12:00,Energy Drink,Drink,2024-05-29,34.2,0.5,0,1,0,43011,58064,58064,34570,0,-19517
2024-02-29,Transit,Q3,12:00-13:00,Energy Drink,Drink,2024-05-29,35.6,0.71,0,2,0,53307,71964,143928,37811,0,-497
2024-02-29,Transit,Q3,13:00-14:00,Energy Drink,Drink,2024-05-29,35.8,0.75,0,2,0,75561,102007,204014,39729,0,13162
2024-02-29,Transit,Q3,14:00-15:00,Energy Drink,Drink,2024-05-29,33.9,0.83,0,1,0,64216,86691,86691,35515,0,-13040
2024-02-29,Transit,Q3,15:00-16:00,Energy Drink,Drink,2024-05-29,33.0,1.03,0,4,0,81135,109532,438128,35079,0,78508
2024-02-29,Transit,Q3,16:00-17:00,Energy Drink,Drink,2024-05-29,32.5,0.9,0,1,0,49125,66318,66318,31938,0,-14745
2024-02-29,Transit,Q3,17:00-18:00,Energy Drink,Drink,2024-05-29,30.8,0.72,0,1,0,43098,58182,58182,28456,0,-13372
2024-02-29,Transit,Q3,18:00-19:00,Energy Drink,Drink,2024-05-29,27.9,6.3,0,12,0,69831,94271,1131252,25108,0,268171
2024-02-29,Transit,Q3,19:00-20:00,Energy Drink,Drink,2024-05-29,25.5,8.93,0,17,0,53336,72003,1224051,19633,0,297705
2024-02-29,Transit,Q3,20:00-21:00,Energy Drink,Drink,2024-05-29,24.5,7.55,0,15,0,62091,83822,1257330,18446,0,307518
2024-02-29,Transit,Q3,21:00-22:00,Energy Drink,Drink,2024-05-29,23.3,0.93,0,2,58,69572,93922,187844,16810,4035176,-4003286
2024-02-29,Transit,Q3,6:00-7:00,Banh Mi Pate,RTE,2024-03-01,28.1,0.76,127,2,0,48860,65961,131922,24000,0,10201
2024-02-29,Transit,Q3,7:00-8:00,Banh Mi Pate,RTE,2024-03-01,29.3,0.61,0,1,0,65325,88188,88188,27312,0,-4449
2024-02-29,Transit,Q3,8:00-9:00,Banh Mi Pate,RTE,2024-03-01,31.9,1.07,0,2,0,67243,90778,181556,32127,0,14942
2024-02-29,Transit,Q3,9:00-10:00,Banh Mi Pate,RTE,2024-03-01,33.7,0.97,0,1,0,76520,103302,103302,36016,0,-9234
2024-02-29,Transit,Q3,10:00-11:00,Banh Mi Pate,RTE,2024-03-01,33.5,1.01,0,3,0,58502,78977,236931,34395,0,27029
2024-02-29,Transit,Q3,11:00-12:00,Banh Mi Pate,RTE,2024-03-01,34.6,0.5,0,1,0,42291,57092,57092,35240,0,-20439
2024-02-29,Transit,Q3,12:00-13:00,Banh Mi Pate,RTE,2024-03-01,35.8,0.71,0,2,0,63528,85762,171524,38886,0,5581
2024-02-29,Transit,Q3,13:00-14:00,Banh Mi Pate,RTE,2024-03-01,34.3,0.75,0,2,0,77547,104688,209376,37168,0,17113
2024-02-29,Transit,Q3,14:00-15:00,Banh Mi Pate,RTE,2024-03-01,33.9,0.83,0,1,0,76895,103808,103808,36402,0,-9489
2024-02-29,Transit,Q3,15:00-16:00,Banh Mi Pate,RTE,2024-03-01,32.8,1.03,0,2,0,43368,58546,117092,32075,0,-1719
2024-02-29,Transit,Q3,16:00-17:00,Banh Mi Pate,RTE,2024-03-01,30.7,0.9,0,2,0,76325,103038,206076,30602,0,22823
2024-02-29,Transit,Q3,17:00-18:00,Banh Mi Pate,RTE,2024-03-01,30.6,0.72,0,2,0,67682,91370,182740,29817,0,17558
2024-02-29,Transit,Q3,18:00-19:00,Banh Mi Pate,RTE,2024-03-01,28.1,5.04,0,15,0,52850,71347,1070205,24279,0,253175
2024-02-29,Transit,Q3,19:00-20:00,Banh Mi Pate,RTE,2024-03-01,25.3,7.15,0,14,0,57647,77823,1089522,19575,0,262888
2024-02-29,Transit,Q3,20:00-21:00,Banh Mi Pate,RTE,2024-03-01,24.4,6.04,0,18,0,69781,94204,1695672,18804,0,420809
2024-02-29,Transit,Q3,21:00-22:00,Banh Mi Pate,RTE,2024-03-01,22.6,0.93,0,3,56,39040,52704,158112,13412,2186240,-2158660
2024-03-01,Premium_Urban,Q1,6:00-7:00,Salmon Fillet,Seafood,2024-03-03,27.3,0.53,105,1,0,41620,56187,56187,22053,0,-7486
2024-03-01,Premium_Urban,Q1,7:00-8:00,Salmon Fillet,Seafood,2024-03-03,30.2,1.09,0,4,0,66953,90386,361544,29046,0,64685
2024-03-01,Premium_Urban,Q1,8:00-9:00,Salmon Fillet,Seafood,2024-03-03,32.4,0.56,0,2,0,35711,48209,96418,30819,0,-5823
2024-03-01,Premium_Urban,Q1,9:00-10:00,Salmon Fillet,Seafood,2024-03-03,32.9,0.71,0,2,0,61089,82470,164940,33496,0,9265
2024-03-01,Premium_Urban,Q1,10:00-11:00,Salmon Fillet,Seafood,2024-03-03,34.3,1.18,0,4,0,67125,90618,362472,36438,0,57533
2024-03-01,Premium_Urban,Q1,11:00-12:00,Salmon Fillet,Seafood,2024-03-03,35.2,3.2,0,9,0,61289,82740,744660,37650,0,155408
2024-03-01,Premium_Urban,Q1,12:00-13:00,Salmon Fillet,Seafood,2024-03-03,34.8,2.72,0,8,0,44799,60478,483824,35775,0,89656
2024-03-01,Premium_Urban,Q1,13:00-14:00,Salmon Fillet,Seafood,2024-03-03,35.8,2.04,0,6,0,63454,85662,513972,38881,0,94366
2024-03-01,Premium_Urban,Q1,14:00-15:00,Salmon Fillet,Seafood,2024-03-03,33.7,0.34,0,1,0,44178,59640,59640,33752,0,-18290
2024-03-01,Premium_Urban,Q1,15:00-16:00,Salmon Fillet,Seafood,2024-03-03,33.1,1.09,0,2,0,65030,87790,175580,34132,0,11387
2024-03-01,Premium_Urban,Q1,16:00-17:00,Salmon Fillet,Seafood,2024-03-03,32.0,0.91,0,2,0,67933,91709,183418,32355,0,15196
2024-03-01,Premium_Urban,Q1,17:00-18:00,Salmon Fillet,Seafood,2024-03-03,30.9,1.18,0,3,0,61733,83339,250017,29941,0,34876
2024-03-01,Premium_Urban,Q1,18:00-19:00,Salmon Fillet,Seafood,2024-03-03,29.0,0.9,0,2,0,50983,68827,137654,25768,0,9919
2024-03-01,Premium_Urban,Q1,19:00-20:00,Salmon Fillet,Seafood,2024-03-03,25.8,0.69,0,2,0,55193,74510,149020,20303,0,18330
2024-03-01,Premium_Urban,Q1,20:00-21:00,Salmon Fillet,Seafood,2024-03-03,24.3,1.13,0,3,0,56642,76466,229398,17704,0,41767
2024-03-01,Premium_Urban,Q1,21:00-22:00,Salmon Fillet,Seafood,2024-03-03,22.3,0.39,0,1,53,66807,90189,90189,14816,3540771,-3532205
2024-03-01,Premium_Urban,Q1,6:00-7:00,Sushi Box,RTE,2024-03-02,27.5,0.53,119,1,0,49123,66316,66316,22938,0,-5745
2024-03-01,Premium_Urban,Q1,7:00-8:00,Sushi Box,RTE,2024-03-02,30.3,1.09,0,2,0,42900,57915,115830,27543,0,2487
2024-03-01,Premium_Urban,Q1,8:00-9:00,Sushi Box,RTE,2024-03-02,31.9,0.56,0,2,0,82393,111230,222460,33187,0,24486
2024-03-01,Premium_Urban,Q1,9:00-10:00,Sushi Box,RTE,2024-03-02,32.1,0.71,0,1,0,76757,103621,103621,33152,0,-6288
2024-03-01,Premium_Urban,Q1,10:00-11:00,Sushi Box,RTE,2024-03-02,33.6,1.18,0,3,0,38083,51412,154236,33145,0,6841
2024-03-01,Premium_Urban,Q1,11:00-12:00,Sushi Box,RTE,2024-03-02,34.6,14.0,0,55,0,65238,88071,4843905,36846,0,1218968
2024-03-01,Premium_Urban,Q1,12:00-13:00,Sushi Box,RTE,2024-03-02,36.0,11.91,0,35,0,39153,52856,1849960,37540,0,442064
2024-03-01,Premium_Urban,Q1,13:00-14:00,Sushi Box,RTE,2024-03-02,34.8,8.91,0,17,0,75697,102190,1737230,37938,0,412442
2024-03-01,Premium_Urban,Q1,14:00-15:00,Sushi Box,RTE,2024-03-02,34.6,0.34,0,0,0,57581,77734,0,36310,0,-36310
2024-03-01,Premium_Urban,Q1,15:00-16:00,Sushi Box,RTE,2024-03-02,32.7,1.09,0,3,0,64321,86833,260499,33362,0,34173
2024-03-01,Premium_Urban,Q1,16:00-17:00,Sushi Box,RTE,2024-03-02,32.0,0.91,0,0,0,48374,65304,0,30986,0,-30986
2024-03-01,Premium_Urban,Q1,17:00-18:00,Sushi Box,RTE,2024-03-02,30.1,1.18,0,0,0,35329,47694,0,26653,0,-26653
2024-03-01,Premium_Urban,Q1,18:00-19:00,Sushi Box,RTE,2024-03-02,27.9,0.9,0,0,0,47427,64026,0,23539,0,-23539
2024-03-01,Premium_Urban,Q1,19:00-20:00,Sushi Box,RTE,2024-03-02,25.8,0.69,0,0,0,58029,78339,0,20502,0,-20502
2024-03-01,Premium_Urban,Q1,20:00-21:00,Sushi Box,RTE,2024-03-02,24.8,1.13,0,0,0,79429,107229,0,20200,0,-20200
2024-03-01,Premium_Urban,Q1,21:00-22:00,Sushi Box,RTE,2024-03-02,22.4,0.39,0,0,0,61579,83131,0,14630,0,-14630
2024-03-01,Residential,Q7,6:00-7:00,Pork Belly,Meat,2024-03-03,27.8,0.97,123,1,0,77065,104037,104037,25434,0,1537
2024-03-01,Residential,Q7,7:00-8:00,Pork Belly,Meat,2024-03-03,30.5,0.64,0,1,0,65101,87886,87886,29457,0,-6672
2024-03-01,Residential,Q7,8:00-9:00,Pork Belly,Meat,2024-03-03,31.1,0.75,0,3,0,40331,54446,163338,28803,0,13541
2024-03-01,Residential,Q7,9:00-10:00,Pork Belly,Meat,2024-03-03,32.6,0.93,0,1,0,63615,85880,85880,33133,0,-10868
2024-03-01,Residential,Q7,10:00-11:00,Pork Belly,Meat,2024-03-03,34.1,1.08,0,2,0,44770,60439,120878,34513,0,-3175
2024-03-01,Residential,Q7,11:00-12:00,Pork Belly,Meat,2024-03-03,35.0,1.13,0,2,0,48108,64945,129890,36367,0,-2693
